Title,Paragraph,Image
Biden’s Gun Control Agenda Sparks Controversy with NRA,"President Biden’s recent State of the Union address sparked both applause and criticism as he tackled a variety of issues, notably gun control. The National Rifle Association (NRA) was quick to respond, accusing Biden of undermining American freedom by targeting the NRA and calling for stricter gun control measures. During his address, Biden demanded the banning of so-called assault weapons and the implementation of universal background checks. He celebrated the Bipartisan Safer Communities Act, a significant gun safety law he signed in 2022, and reiterated his belief that these measures do not infringe on the Second Amendment or vilify responsible gun owners. The NRA’s interim Vice President and CEO, Andrew Arulanandam, however, disagreed with Biden’s stance. He argued that Biden’s call for gun control was not just an attack on the NRA, but a belittlement of millions of lawful Americans. He accused Biden of ignoring data showing that the 1994-2004 federal assault weapon ban had no significant impact on crime rates. Biden, during his tenure as a Delaware senator, voted to ban semi-automatic firearms in 1994. This ban was incorporated into a major crime bill and signed into law by President Bill Clinton. It enacted a 10-year ban on the manufacture, transfer, or possession of semi-automatic assault weapons and large capacity ammunition feeding devices. However, the law expired in 2004. The White House responded to the NRA’s criticism, with spokesman Jeremy Edwards stating that Biden is working to protect American families and communities from the epidemic of gun violence. He emphasized that Biden’s focus is on reestablishing a ban on assault weapons and high capacity magazines, as these weapons make mass shootings twice as deadly. Arulanandam also took issue with Biden’s demand for universal background checks, arguing that such measures would not address the root of gun violence as criminals do not submit to background checks. Edwards countered this argument by pointing to the Bipartisan Safer Communities Act, which requires more thorough background checks and has reportedly stopped over 600 illegal gun purchases by individuals under 21 years old who presented a danger to communities.",Biden’s Gun Control Agenda Sparks Controversy with NRA.jpg
Celine Dion’s Rare Appearance at Vegas Golden Knights Game Amidst Health Struggles,"Renowned singer Celine Dion recently made a rare public appearance at a Vegas Golden Knights game, where she interacted with the Edmonton Oilers hockey team. The Grammy Award-winning artist, known for her hit song “My Heart Will Go On,” has been largely out of the public eye, focusing on her health following a diagnosis of stiff-person syndrome in 2022.  Dion, who was elegantly dressed in a beige sweater dress with a gold belt buckle, expressed her admiration for the hockey players. She humorously impersonated a hockey player, much to the amusement of the Oilers’ Zach Hyman. The team shared this light-hearted interaction on their Instagram account. However, the singer’s health has been a significant concern. In December 2022, Dion revealed that she was diagnosed with stiff-person syndrome, a rare neurological disorder that can lead to muscle spasms and mobility issues. This diagnosis led to the cancellation of several concerts in her Courage World Tour, initially scheduled for a limited run at Resorts World in 2021.  Stiff-person syndrome is a rare autoimmune movement disorder that affects the central nervous system, including the brain and spinal cord. It often begins with a stiffening of the trunk muscles, gradually extending to the legs and other body muscles. This condition has significantly impacted Dion’s life, affecting her ability to walk and sing as she used to. Despite these challenges, Dion remains committed to her passion for performing. Her upcoming documentary, “I Am Celine Dion,” will delve into her love for the stage and her ongoing battle with stiff-person syndrome. The film, directed by Irene Taylor, was announced earlier this year. Although a release date has not been set, it will be available on Amazon Prime.",Celine Dion’s Rare Appearance at Vegas Golden Knights Game Amidst Health Struggles.jpg
Taco Bell Dining Rooms Close in Oakland Amid Crime Surge,"Several Taco Bell outlets in Oakland have shut down their dining rooms due to increasing safety concerns, as the city grapples with a surge in crime that is impacting businesses of all sizes. The decision was made by the franchise owner, Diversified Restaurant Group, which owns approximately 300 Taco Bell and Arby’s locations, primarily in the western US. The group is continually assessing and implementing procedures to ensure a safe environment, such as closing dining rooms, hiring security guards, and liaising with local law enforcement. At least four Taco Bell locations in Oakland have closed their dining rooms, although their drive-thrus remain open. One such location has been robbed four times in the past four months, with the most recent incident involving robbers driving a pickup truck through the window to steal a safe. Another location has kept its dining room open but has transitioned to cashless transactions to deter robberies. In addition to robberies, frequent auto theft and property damage have posed significant challenges for businesses in the area. The only In-N-Out in Oakland is slated to close in two weeks, marking the first time the iconic burger chain has permanently shut down a location, citing crime as the primary reason. A Denny’s restaurant also recently closed its only Oakland location after over 54 years due to public safety concerns. According to police data, robberies in Oakland increased by 38% last year, burglaries by 23%, and motor vehicle theft by 44%. Roughly one in every 30 residents had a car stolen last year. Experts suggest that the pandemic has played a significant role in this surge, with changes in daily activities, emotional and economic stress levels, changes in police practices, and a decrease in public trust in law enforcement contributing to the rise in crime. In response to the escalating crime rates, California Gov. Gavin Newsom last month deployed 120 California Highway Patrol officers to Oakland and the surrounding area for a law enforcement surge operation, aimed at cracking down on vehicle theft, retail theft, and violent crime.",Taco Bell Dining Rooms Close in Oakland Amid Crime Surge.jpg
Pro-Ukrainian Russian Fighters Launch Cross-Border Attacks in Russia,"Pro-Ukrainian Russian fighters have reportedly launched cross-border attacks in two regions of Russia, following a wave of drone attacks across Ukraine. The Freedom for Russia Legion, a group of Russian dissidents fighting for Ukraine, claims to have gained control of the village of Tyotkino in Russia’s Kursk region and destroyed an armored personnel carrier inside Russia. These claims, however, have not been independently verified. Another pro-Ukrainian group, the Siberian Battalion, announced their return to Russia with a mission to bring freedom and justice to their homeland. The Russian Volunteer Corps (RDK) also claimed to be involved in the fight. The Russian defense ministry reported that Ukrainian “terrorist formations” attempted to cross the border from three directions, but were repelled. The ministry claimed to have eliminated five tanks and an armored personnel carrier, and killed 60 Ukrainian soldiers near Odnorobovka as they tried to cross into Russia. They also reported four additional attacks near the border territory of Russia’s Kursk region, but claimed Ukraine suffered significant losses and was driven back. Russia’s Belgorod region has experienced several cross-border attacks since Moscow initiated a full-scale invasion of Ukraine over two years ago. In response to these attacks, the Kremlin has pledged to improve Belgorod’s air defenses. The Russian defense ministry also reported intercepting and destroying several drones over various regions, including Moscow, Belgorod, Kursk, Oryol, Leningrad, Bryansk, and Tula. One of the drones reportedly struck an oil depot in Oryol region, causing a fire that has since been extinguished. In Kursk, over 4500 students across 34 schools will transition to online learning due to safety concerns. Meanwhile, a Russian military plane crashed northeast of Moscow after its engine caught fire, marking the second IL-76 crash inside Russia this year. The first crash, which occurred over Belgorod, resulted in the death of all 74 people on board, including dozens of Ukrainian servicemen being transported for a prisoner swap. However, Ukraine has cast doubt on these claims.",Pro-Ukrainian Russian Fighters Launch Cross-Border Attacks in Russia.jpg
Kansas Court Upholds State’s Refusal to Alter Sex on Driver’s Licenses for Transgender Individuals,"A Kansas judge has ruled that the state’s refusal to alter the sex on driver’s licenses for transgender individuals does not infringe upon their rights under the state constitution. District Judge Teresa Watson upheld a directive from Kansas Attorney General Kris Kobach, which mandates that the Kansas Department of Revenue (KDOR) issue licenses in accordance with an individual’s biological sex at birth.  The Attorney General argued that the potential harm to the state, should driver’s licenses be issued and later needed to be recalled, is a significant concern. Licenses are crucial for law enforcement identification purposes, and any deviation from legal requirements for identification could pose a public safety risk.  In 2023, Kansas’ Republican-led legislature passed Senate Bill 180, also known as the Women’s Bill of Rights, which defines biological sex as either male or female at birth. This law, which was passed despite a veto from Democratic Gov. Laura Kelly, also provides definitions for terms such as “woman,” “man,” “mother,” and “father,” based on biological sex.  Although the law does not specifically mention driver’s licenses, Kobach asked the District Court of Shawnee County to ensure that the KDOR complied with the law when issuing licenses and maintaining corresponding information in the KDOR database.  Prior to the law taking effect, Kobach issued an opinion stating that Senate Bill 180 requires the KDOR to list the licensee’s biological sex on driver’s licenses and update its data set to reflect the licensee’s sex at birth.  Gov. Laura Kelly directed the KDOR to disregard the state attorney general’s order and maintain the existing gender reclassification policy. However, the District Court of Shawnee County granted Kobach’s request for a temporary restraining order, requiring the KDOR to stop processing requests for sex changes on driver’s licenses and issue new licenses reflecting an individual’s biological sex.  Five transgender individuals were allowed to intervene in the lawsuit, arguing that the requirement to display a licensee’s sex at birth on a driver’s license violates their constitutional rights. However, Judge Watson ruled that there was no violation of these rights, stating that the information recorded on a driver’s license does not interfere with a transgender person’s ability to control their own bodies or assert self-determination.  The ruling was hailed as a victory for the rule of law by Kobach, while others, including D.C. Hiegert, an ACLU of Kansas LGBGQ legal fellow, condemned the decision, vowing to continue working towards a state that allows all individuals to live free from government persecution.",Kansas Court Upholds State’s Refusal to Alter Sex on Driver’s Licenses for Transgender Individuals.jpg
Legendary Musician Eric Carmen Passes Away at 74,"Eric Carmen, the renowned frontman of the Raspberries and successful solo artist, has passed away at the age of 74, according to a statement on his website. The talented musician, known for hits such as “Make Me Lose Control,” “All By Myself,” and “Hungry Eyes,” died in his sleep over the weekend, his wife, Amy Carmen, revealed. The family has requested privacy as they grieve their significant loss. Carmen’s music career spanned decades, touching countless lives with his songs. His wife’s statement concluded with a reference to his 1977 song “Love Is All That Matters,” symbolizing his enduring musical legacy. Carmen’s cause of death has not been disclosed. He first rose to fame as a member of The Raspberries, whose most popular single, “Go All The Way,” reached Number 5 on the Billboard Hot 100 in 1972. His solo career was equally successful, with “All By Myself” reaching Number 2 on the same chart in the mid-1970s. In later years, Carmen’s song “Hungry Eyes” reached Number 4 after being featured in the film “Dirty Dancing.” His hit “Make Me Lose Control” landed him back in the top five in 1988, reaching number three on the Hot 100. Tributes have been pouring in from fans and fellow artists alike. One social media user wrote, “Eric Carmen taught me to turn the radio up and lose control.” Paul Stanley of Kiss also paid tribute, stating, “Eric was a true rocker at heart. His voice had elements of McCartney and Steve Marriott. The Raspberries did shows with us. A killer band live—I loved their records.” Carmen’s passing marks the loss of a significant figure in the music industry, whose work will continue to resonate with fans worldwide. His legacy will live on through his timeless hits and the countless lives he touched with his music.",Legendary Musician Eric Carmen Passes Away at 74.jpg
Supreme Court to Rule on Illinois Gun Ban in Case Brought by Gun Owners of America,"Michael Cargill, a representative of a gun rights group consisting of over 2 million members, is hoping for a favorable ruling from the Supreme Court in a case that could significantly impact American gun owners. The group, Gun Owners of America (GOA) and its sister organization, the Gun Owners Foundation, have challenged the constitutionality of Illinois’ strict rifle ban, known as the Protect Illinois Communities Act (PICA). The organizations argue that the law imposes an unconstitutional ban on hundreds of commonly owned and lawfully used rifles and ammunition magazines. Erich Pratt, senior vice president of GOA, stated that they were prepared to take their challenge to the Supreme Court, urging the justices to hear the pleas of millions of Americans in Illinois and other states who are unable to purchase many commonly owned semi-automatic firearms due to the laws passed by anti-gun politicians. In 2023, Illinois Governor J.B. Pritzker signed the legislation into law, implementing a ban on hundreds of makes and models of rifles and ammunition magazines. The law carries penalties for anyone who carries, possesses, manufactures, sells, delivers, imports, or purchases any assault weapon or .50 caliber rifle. Those who legally possess a banned weapon under the law must register it with the Illinois State Police. The law also includes penalties for anyone who sells, manufactures, delivers, imports, possesses, or purchases any assault weapon attachment or .50 caliber cartridge.  The Protect Illinois Communities Act was passed in response to the U.S. Supreme Court’s decision in New York State Rifle & Pistol Association Inc. v. Bruen. Initially, a federal judge in the Southern District of Illinois ruled in favor of the plaintiffs, finding PICA did not respect the Second Amendment rights of Illinois residents. However, the 7th Circuit Court of Appeals overturned this ruling in May 2023, allowing the law to take effect in January 2024. Despite the law, Illinois Second Amendment groups reported mass confusion from gun owners and large rates of noncompliance. As of December 31, 2023, out of over 2.4 million Firearm Owner Identification (FOID) cardholders, only 112,350 disclosures were filed, according to state police data. The gun rights activists are now hopeful that the Supreme Court will rule in their favor.",Supreme Court to Rule on Illinois Gun Ban in Case Brought by Gun Owners of America.jpg
Massachusetts Governor Maura Healey to Grant Pardons for Cannabis Possession,"Massachusetts Governor Maura Healey is set to announce a series of pardons for individuals convicted of simple cannabis possession at the state level, a move that could impact tens of thousands of residents. The announcement, expected to be made at a news conference on Wednesday, follows in the footsteps of President Joe Biden, who has issued similar pardons at the federal level. The extent of the pardons, including how far back they will reach, remains unclear. However, if Healey follows Biden’s broad approach, the number of pardons could be substantial. In 2016, Massachusetts voters approved the legalization of marijuana, a decision mirrored by voters in California and Nevada the same year. Since 2016, a thriving legal marijuana industry has emerged in Massachusetts, despite the drug’s continued illegality at the federal level. In December, Biden pardoned thousands of individuals convicted of marijuana use and simple possession on federal lands and in the District of Columbia. The White House stated that these pardons aimed to address racial disparities in the justice system, with Biden asserting that his actions would help realize the promise of equal justice. The December pardons built on a previous round issued just before the 2022 midterm elections, which targeted those convicted of simple possession on federal lands. Biden then urged governors to issue similar pardons for state marijuana offenses, which constitute the majority of marijuana possession cases. Healey, who ran as a Democratic candidate for governor in 2022, indicated that she would heed Biden’s call. The exact number of individuals who could benefit from Healey’s pardons is uncertain. However, a report by the Cannabis Control Commission, responsible for administering the legal cannabis market in Massachusetts, revealed that nearly 69,000 civil or criminal violations for marijuana possession were issued in the state from 2000 through 2013.",Massachusetts Governor Maura Healey to Grant Pardons for Cannabis Possession.jpg
NHS Extends Paid Leave for Miscarriage and Baby Loss,"NHS workers who experience a miscarriage before six months of pregnancy will now be entitled to paid time off, according to new guidelines. The National Pregnancy and Baby Loss People Policy Framework, issued to hospitals by NHS England, also extends this provision to the partners of staff members. This move is seen as a powerful signal that those affected by baby loss deserve understanding, compassion, and the right to grieve. For the first time in the NHS, women who suffer a miscarriage before 24 weeks of pregnancy will be offered up to 10 days paid leave. If a staff member’s partner experiences a baby loss, they will be entitled to up to five days paid leave. The new policy also encourages NHS trusts to provide staff with paid time off to attend medical examinations, scans, tests, and mental health-related interventions. Upon returning to work after a miscarriage, staff will be offered occupational health support, which could include a referral to a specialist within their trust. NHS staff who miscarry after six months of pregnancy will continue to be eligible for paid maternity leave. Dr. Navina Evans, chief workforce, training, and education officer, emphasized the importance of treating staff who have experienced baby loss with care and compassion. She expressed hope that this formal guidance will inspire other sectors to adopt supportive approaches to miscarriage. Kath Abrahams, chief executive of baby loss charity Tommy’s, praised the NHS for sending a powerful signal about the importance of understanding, compassion, and the right to grieve for staff experiencing pregnancy loss. Health minister Maria Caulfield also lauded the new guidance as a positive step towards supporting NHS workers through the tragedy of losing a baby. The policy was initially trialled at Birmingham Women’s and Children’s NHS Trust, where a staff survey revealed that workers were twice as likely to remain with their employer as a result.",NHS Extends Paid Leave for Miscarriage and Baby Loss.jpg
Qualcomm’s AI Revolution_ Powering Next-Generation Edge Devices,"Qualcomm has recently made several significant announcements regarding artificial intelligence (AI) at the Mobile World Congress Barcelona event. The company aims to run AI at scale across a broad spectrum of next-generation edge devices, including PCs, cars, phones, industrial IoT devices, Wi-Fi access points, and cellular infrastructure.  To support this goal, Qualcomm has launched the Qualcomm AI Hub, a resource center for developers, offering over 75 optimized AI models for Snapdragon and other Qualcomm platforms. The hub simplifies the process of creating and deploying AI applications, allowing developers to select the desired model from a library of common AI and generative AI models, and integrate it into their workflow with a few lines of code.  The company has also made significant strides in developing large multimodal models and customized large vision models that can operate on Android smartphones and Windows PCs. These advancements are powered by new Qualcomm hardware, including the Snapdragon 8 Gen 3 SoC for mobile devices and the Snapdragon X Elite for PCs.  In the near future, Qualcomm plans to introduce its AI PC SoCs equipped with a CPU, a GPU, and an NPU capable of processing speeds of 45 TOPS. The company has also announced the AI-powered Snapdragon X80 5G Modem and the FastConnect 7900 next-generation Wi-Fi 7 chip.  At the event, Qualcomm successfully demonstrated the world’s first large language model and large multi-modal model running on an Android phone. This technology allows users to have a multi-turn conversation with their phone using multiple back-and-forth exchanges.  Qualcomm has also achieved a technical milestone with its first low rank adaptation to run on an Android phone. This technology, originally developed by Microsoft, reduces model training complexity in terms of latency, cost, and hardware requirements, making it possible to customize and adapt lightweight versions of models without requiring the full model to be downloaded or fine-tuned.  The company’s Snapdragon X Elite is designed to run AI, with a 4nm SoC architecture, a 12-core Qualcomm Oryon CPU with dual-core boost, and an integrated Qualcomm Adreno GPU for graphics. The device can run generative AI LLM models with 13 billion parameters, and a single battery charge supports multi-day usage.  Qualcomm’s recent announcements represent significant breakthroughs in AI technology, pushing AI and computing across previous device barriers, from smartphones to PCs. The company’s advancements in AI technology have the potential to revolutionize a wide range of domains, from financial services and healthcare to e-commerce and gaming.",Qualcomm’s AI Revolution_ Powering Next-Generation Edge Devices.jpg
Eco-Friendly Compressed Earth Bricks_ A Solution to Air Pollution and Housing Affordability,"In a bid to combat air pollution and reduce construction costs, engineers and entrepreneurs in Nepal are turning to a unique solution – compressed stabilized earth bricks (CSEB). These eco-friendly bricks are not only sturdy but also produce less air pollution than traditional brick kilns. This comes at a time when outdoor air pollution, including that from brick kilns, is responsible for millions of premature deaths worldwide, particularly in low- and middle-income countries. Kajal Pradhan Banepali, a Civil Engineer at Build up Nepal, a social enterprise, explains that these eco-bricks are becoming increasingly popular as an alternative to fired bricks. They are particularly beneficial in disaster-prone or rural areas where building safe homes can be expensive. The use of this technology can reduce construction costs by up to 25 percent.  The process involves local communities setting up CSEB-producing enterprises, with Build up Nepal providing quality control, construction supervision, guidance, and business strategies. The sustainability of this technology lies in its use of local materials and labor.  Ashish Maharjan, a research and development engineer at Build up Nepal, reveals that the goal is to further reduce the current cement content in these bricks from 10 percent to 5 percent. This reduction could lead to significant environmental and economic benefits.  Banepali, who has been recognized by MIT Solve for her work in climate adaptation and low-carbon housing, believes that this entrepreneurial model is effective in building resilient communities. It creates employment and opportunities for collaboration among people of different genders, races, and castes.  Indra Dev Chaurasiya, a project manager at Build up Nepal, adds that the use of CSEB technology addresses climate change and provides affordable, disaster-resilient housing. It also tackles societal issues like women’s empowerment and unemployment by creating job opportunities.  Meanwhile, in other parts of Asia, engineers and architects are utilizing bamboo construction techniques for prefabricated housing. Raphaël Ascoli, founder of Yangon-based architecture design studio Blue Temple, has been building bamboo low-cost housing units for internally displaced people and informal settlements. He believes that bamboo can significantly change the carbon footprint of the construction industry.",Eco-Friendly Compressed Earth Bricks_ A Solution to Air Pollution and Housing Affordability.jpg
Donald Trump’s Advice-of-Counsel Defense in Criminal Trial,"Donald Trump, the former U.S. president, is preparing to defend himself in an upcoming criminal trial in New York City by arguing that any alleged criminal actions were taken based on the advice of his attorneys. This legal strategy, known as an “advice-of-counsel” defense, is expected to be a key part of Trump’s argument, particularly in relation to charges of falsifying business records to hide hush money payments to an adult film star. However, Trump’s lawyers have stated that he will not be formally invoking this defense, which would require him to waive his attorney-client privilege and disclose confidential communications. Instead, Trump’s legal team, led by attorneys Todd Blanche and Susan Necheles, will argue that he did not have the intent to commit the alleged crimes because he was aware that various lawyers were involved in the actions leading to the charges. They plan to present evidence from witnesses, including Trump’s former attorney Michael Cohen, to support this argument. Cohen is expected to testify about Trump’s knowledge of his lawyers’ involvement in the alleged criminal conduct. Jury selection for the trial, which is related to hush money payments made to Stormy Daniels ahead of the 2016 presidential election, is set to begin on March 25. This trial marks the first criminal proceeding against Trump, making it a historic event as it is the first time any former president has faced criminal charges. In a recent legal filing, Trump’s lawyers argued that his statements on Twitter and to media outlets about Cohen in 2018 are considered official acts and thus fall under presidential immunity. However, this argument does not address the alleged repayment scheme, which is central to the case and occurred before Trump took office. Cohen is accused of arranging payments to Daniels to suppress potentially damaging stories about Trump’s alleged affairs before the election. Trump is then said to have reimbursed Cohen after his election victory, with Cohen expected to testify that Trump authorized his business to falsely record the payments as legal expenses.",Donald Trump’s Advice-of-Counsel Defense in Criminal Trial.jpg
AI-Generated Children’s Content on YouTube_ Financial Gains and Potential Impacts,"The internet is buzzing with a new trend of using artificial intelligence (AI) to create children’s content on YouTube, promising substantial financial returns. A surge of online tutorials is guiding users on how to create simple animations in a matter of hours using AI tools like ChatGPT, ElevenLabs, Murf AI, and Adobe Express. These tools automate scripting, audio, and video production, making the process quick and efficient. The potential financial gains from this trend are enticing, with some users claiming to earn up to $1.2 million from AI-generated videos for kids. YouTube is a major player in children’s entertainment, and if AI-generated content gains even a fraction of the success suggested by these tutorials, it could reach millions of young viewers. Last year, an investigation highlighted the rise of misleading science videos targeting older children on YouTube, with over 50 channels using AI to promote pseudoscience and conspiracy theories. However, the impact of AI-generated content on younger children remains largely unexplored. Several channels that seem to offer AI-generated content for kids have been identified. One such channel, Yes! Neo, has over 970,000 subscribers, and its videos regularly garner over a million views. Since its launch in November 2023, it has consistently posted new videos every few days. An analysis of a sample video from this channel revealed that it was 98 percent likely to be AI-generated. Another channel, Super Crazy Kids, produced by a company in Hyderabad, India, also appears to be incorporating AI tools into its video production. This channel has over 11 million subscribers. An analysis of a sample video from this channel found synthetic voice snippets, indicating the use of AI in its production. As AI continues to revolutionize content creation, it’s crucial to monitor its impact on young audiences. The rise of AI-generated content on YouTube is a testament to the increasing role of technology in entertainment, but it also raises questions about the quality and appropriateness of the content being delivered to children.",AI-Generated Children’s Content on YouTube_ Financial Gains and Potential Impacts.jpg
"Nvidia Stock Surges Despite Recent Dip, Investors Divided on Future","Nvidia, the tech giant known for its artificial intelligence capabilities, has seen a significant surge in its stock value this year, with an increase of over 200% in 2023. Despite a recent dip of more than 5% on Friday and 2% on Monday, the stock remains up by approximately 73% this year. However, this rapid growth has led some to question the sustainability of Nvidia’s success. Investors are divided on whether to sell or hold onto their Nvidia shares. Vahan Janjigian, chief investment officer at Greenwich Wealth Management, recently sold a large portion of his Nvidia shares, citing concerns over the stock’s high price-to-sales ratio. He now prefers to invest in Nvidia via exchange-traded funds, which he believes offer less exposure to the company. Paul Gambles, managing partner of MBMG Family Office Group, also advises selling Nvidia shares, predicting a 50% to 90% decline based on historical trends. He suggests that investors should consider buying put options, which can be profitable if the market goes down. On the other hand, Louis Navellier of Navellier and Associates remains bullish on Nvidia. He believes that the company’s 200% sales growth and dominance in the AI market make it a good investment. Despite the recent selloff, Navellier has no plans to sell his Nvidia shares, predicting that the stock will reach $1,000 in the coming months. Meanwhile, Jordan Cvetanovski, portfolio manager at Pella Funds Management, and Craig Johnson, chief market technician at Piper Sandler, advocate for a more balanced approach. While Cvetanovski has taken some profit on Nvidia shares, he remains optimistic about the company’s long-term prospects. Johnson, however, warns that the stock’s rapid growth could lead to a loss of momentum, making it a risky investment. In conclusion, while Nvidia’s impressive growth has sparked a debate among investors, the decision to sell or hold onto the company’s shares ultimately depends on individual investment strategies and risk tolerance.","Nvidia Stock Surges Despite Recent Dip, Investors Divided on Future.jpg"
"Green Comet 12P_Pons–Brooks Returns to Solar System, Visible in April","A “green comet” known as 12P/Pons–Brooks, last seen during the coronation year of Queen Elizabeth II, is making a return to our solar system. This celestial body, a combination of rock, ice, and dust spanning approximately 18 miles in diameter, orbits the sun every 71 years. As it inches closer to the sun, it’s becoming increasingly visible to the naked eye, especially for amateur astronomers.  The comet is currently visible in the western sky after sunset, through telescopes and binoculars. It’s moving through the constellations Andromeda and Pisces, which are visible for a few hours immediately after sunset. However, spotting the comet can be challenging due to light pollution.  There’s a possibility that the comet could be visible during the total solar eclipse on April 8th, but this is uncertain as the visibility of comets can be unpredictable. The comet will be within the 115-mile wide path of totality, which will stretch through parts of Mexico, 15 U.S. states, and Canada. However, the sky will likely only reach a deep twilight at best, which may not be enough to allow 12P/Pons–Brooks to be easily seen with the naked eye.  During the eclipse, the comet will be close to Jupiter, making it relatively easy to locate. The best time to see the comet is early April, particularly on April 12 when it’s closest to Jupiter. The two dates when comets are easiest to see are when they’re closest to the sun and closest to Earth, which for 12P/Pons–Brooks, are April 21 and June 2, respectively.  The comet, first discovered in 1812 by Jean Louis Pons in France and later confirmed in America in 1883 by William R. Brooks, is referred to as a “Halley-type” comet due to its 71-year orbit around the sun, similar to Halley’s comet. It earned the nickname “Devil Comet” in 2023 when it outburst and morphed into a strange shape, with a pair of “horns” protruding from the coma—the fuzzy area around the comet’s nucleus.","Green Comet 12P_Pons–Brooks Returns to Solar System, Visible in April.jpg"
Congressional Hearing Highlights Biden’s Mishandling of Classified Information and Concerns over Mental Fitness,"Former Deputy Assistant Attorney General John Yoo has shared his thoughts on the recent congressional testimony of former Special Counsel Robert Hur. Hur was questioned by the House Judiciary Committee about his investigation into President Biden’s alleged mishandling of classified information. The hearing became a political battleground, with Democrats attempting to shift focus onto former President Donald Trump, while Republicans questioned Hur’s decision not to press charges against Biden. Hur’s report, released last month, revealed that he chose not to indict Biden partly due to the president’s age and perceived poor memory, which he believed could garner sympathy from a jury. However, the main concern for many Americans is not whether Biden took classified documents home post-vice presidency in 2017, but his mental fitness to continue serving as president.  Hur, seen as a straight-shooting prosecutor, maintained his focus during the hearing, consistently referring to his written report and refusing to be drawn into damaging speculation about either Biden or Trump. Despite his decision not to indict Biden, some Democrats attacked Hur’s integrity.  The hearing also saw Republicans making progress, with Hur confirming that Biden earned $8 million from using classified information for his 2017 book, “Promise Me, Dad.” Hur also agreed that Biden’s claim of never sharing any classified documents was inaccurate.  However, Republicans were criticized for not delving deeper into questions about Biden’s mental fitness. The Justice Department’s transcript of the interview revealed that Biden struggled with memory, often responding with “don’t know” or “don’t recall.” This has led to calls for further exploration into these issues, with demands for the DOJ to release all audio recordings and transcripts of the interviews.  As the political landscape shapes up for the next election, with Biden and Trump both likely securing their party’s nominations, the House Judiciary Committee is under pressure to provide more information on the incumbent’s mental fitness for a potential second term in office.",Congressional Hearing Highlights Biden’s Mishandling of Classified Information and Concerns over Mental Fitness.jpg
"Biden Secures Democratic Nomination, Trump Nears Republican Nod in Georgia Primary","Joe Biden has secured the Democratic nomination for president following his victory in the Georgia primary. This win has provided him with the necessary 1,968 delegates to secure the nomination, which will be officially recognized at the Democratic National Convention in Chicago this August. Concurrently, Donald Trump also achieved victory in Georgia, edging him closer to the Republican nomination and a potential rematch of the 2020 election with Biden. Trump’s only significant competitor, former UN ambassador Nikki Haley, withdrew from the race for the GOP nomination earlier this month after suffering major losses on Super Tuesday. Both Biden and Trump later won the Mississippi primaries, leaving Trump just short of clinching the Republican nomination. Biden, who first ran for president 37 years ago, did not face any significant Democratic challengers in his bid for reelection at age 81. This is despite low approval ratings and a lack of voter enthusiasm, driven in part by his age. A recent survey revealed that just 38% of US adults approve of Biden’s performance as president, while 61% disapprove. If Biden serves a second term, he would be 86 at the end of it, making him the oldest-ever American president. Regardless of the November outcome, either Biden or Trump would be the oldest leader ever inaugurated in 2025. Just before securing the nomination, Biden was the subject of testimony from a special counsel who investigated his mishandling of classified documents. The prosecutor, Robert Hur, described Biden as a “sympathetic, well-meaning, elderly man with a poor memory.” In his State of the Union speech and a new campaign ad, Biden emphasized his experience and injected humor. He has tried to frame the race as a battle for freedom, contrasting his support for Ukraine and NATO with Trump’s praise for Russian President Vladimir Putin.","Biden Secures Democratic Nomination, Trump Nears Republican Nod in Georgia Primary.jpg"
U.S. Evacuates Embassy Personnel as Haiti’s Crisis Escalates,"In response to escalating civil unrest in Haiti, the U.S. military has evacuated some personnel from the embassy in the Caribbean nation. This move comes as Secretary of State Antony Blinken announces the deployment of a multinational force to Haiti, costing approximately $100 million. The decision was made following a meeting with Caribbean leaders in Jamaica, where an additional $33 million in humanitarian aid was pledged. The meeting, organized by the regional trade bloc Caricom, aimed to expedite a political transition in Haiti, amidst ongoing protests demanding the resignation of Prime Minister Ariel Henry. Henry has since announced he will step down once a transitional presidential council is established. Jamaican Prime Minister Andrew Holness expressed deep concern over the situation in Haiti, stating that the country is at a tipping point and expressing distress over the losses suffered due to criminal gangs. Haiti’s capital, Port-au-Prince, has been under siege from powerful gangs who have attacked key government targets. Since late February, gunmen have burned police stations, closed the main international airports, and raided the country’s two largest prisons, releasing over 4,000 inmates. In response to the escalating violence, American citizens in Haiti were advised to leave as soon as possible, and a travel alert was issued for the country. The violence has resulted in significant loss of life and displacement, with over 15,000 people left homeless and food and water supplies dwindling. The main port in Port-au-Prince remains closed, leaving critical supplies stranded. In an attempt to curb further attacks, the Haitian government has extended a nighttime curfew until mid-March. U.N. Secretary-General António Guterres has called for the urgent deployment of the multinational force and adequate funding for the mission. However, current funding stands at only $10.8 million, far short of the more than $230 million demanded by officials in Kenya. Prime Minister Henry, who did not attend the Jamaica meeting, has been unable to return to his country due to the unrest. He remains in Puerto Rico, planning to return to Haiti as soon as conditions allow.",U.S. Evacuates Embassy Personnel as Haiti’s Crisis Escalates.jpg
