Title,Text,Image,Label
Environmental crime unit set up in Stoke-on-Trent,"A £400,000 environmental crime unit has been set up in Stoke-on-Trent to help reduce anti-social behaviour such as daubing graffiti and littering. The city council said it had approved recruitment for the six-month scheme in response to residents' concerns.Its zero-tolerance policy towards litter, fouling and fly posting in 2009 failed because it was hard to enforce, the council's scrutiny committee said. The new team has been given the power to fine offenders between £50 to £80.A poster campaign will be used to raise awareness about the offences then fines will be introduced to enforce the rules.Terry Follows, cabinet member for environmental services, added: ""Environmental crimes are seen as anti-social behaviour.""In my view cleaning up after environmental crime is expensive and is an unnecessary burden on the taxpayer.""Bernard Wragg, chairman of Cobridge Residents' Action Group said: ""In my area there are dozens of neighbourhood impact officers and area implementation team officers, but I'm told that hardly any of them have the powers to take enforcement action.""Instead of hiring even more officers, at a time when the council is talking about saving money, I think it would be better to train the current staff to do the job properly.""Fellow Elm Street resident Christopher Igwe said rubbish was regularly dumped in his street.""I've been living here for two years now and nothing has changed, so I think it's about time the council did something to stop this problem.""",Environmental crime unit set up in Stoke-on-Trent,0
Uefa demands evidence in Euro 2012 corruption claim,"European football's governing body, Uefa, has called for proof in response to allegations of corruption in the bidding race for Euro 2012.Former Cyprus football official, Spyros Marangos, has claimed that money changed hands before Ukraine and Poland were awarded the championship.Uefa says the claims are unsubstantiated but will be investigated if evidence is provided.It has given Mr Marangos two days to provide ""tangible elements of proof"".Lawyers for Mr Marangos, a former treasurer of the Cyprus Football Association, told the BBC that he had tried for the past two years to draw Uefa's attention to the allegations for which he had witnesses.They said that Mr Marangos had been due to meet the head of Uefa's disciplinary committee in August, but the meeting had been cancelled by Uefa four days beforehand.The allegations come at an unfortunate moment for Uefa, as world football's governing body, Fifa, is investigating allegations of vote selling in the race to host the World Cup in 2018 and 2022.In a statement, Uefa said it took the fight against corruption very seriously and threatened to start legal proceedings if evidence was not submitted by 27 October at the latest.Mr Marangos' lawyers said he wanted the truth to come out and would decide how to respond.",Uefa demands evidence in Euro 2012 corruption claim,0
New UUP rep at Belfast City Hall,"The Ulster Unionist Party has co-opted a new councillor to replace Michael McGimpsey at Belfast City Hall. Michelle Bostock, who lives in south Belfast, currently works for Mr McGimpsey in his Assembly constituency office. The 33-year-old, who studied geography at Queen's University in Belfast, will represent the Laganbank ward. Mr McGimpsey has left the council in order to focus on his duties as health minister. Ms Bostock has been a member of the Ulster Unionists since the age of 16. She currently works with a number of community groups in the south of the city, including the Donegal Pass Community Forum and the Taughmonagh Community Forum. She lists her hobbies as reading, swimming, gardening, cooking, going to the theatre and current affairs. ",New UUP rep at Belfast City Hall,0
Lockerbie school vandalism investigated,"Police have appealed for witnesses following an ""unprecedented level of vandalism"" at a former primary school site in Lockerbie.More than 80 windows were smashed at the property which is situated in the town's King Edward Park.Early estimates have indicated that repair work to the building will cost several hundred pounds.The damage is believed to have been caused some time between 9 and 14 September.A police spokesperson said: ""This was an unprecedented level of vandalism.""It was sustained, extreme and completely unnecessary.""We are particularly keen to trace those responsible.""Anyone with information has been asked to contact any police officer or phone Crimestoppers.",Lockerbie school vandalism investigated,0
Clothes images plea in Swindon body case,"Images of the clothing worn by a man whose body was found floating in a stream in Swindon have been released by police.Robert Wilshire, 47, was found in the stream opposite Dorcan Technology College on Monday. Two men were arrested on suspicion of murder and have been released on police bail, pending further inquiries.On Thursday, Wiltshire Police said children may have taken photographs of his body.A post-mortem examination revealed that Mr Wilshire, of Galsworthy Close, died from head injuries.When he was last seen, he was wearing a khaki hoodie with a cream logo on the left breast and pocket.He was also wearing a round-neck jumper with an Aztec-style pattern, a black long-sleeved T-shirt and black combat trousers.The force is appealing for anyone with information to contact them.Det Ch Insp Sean Memory said those coming forward to say they had taken photographs were not in trouble.College head teacher Scott Sissons said eight pupils had taken up an offer of counselling following the incident. ",Clothes images plea in Swindon body case,0
What happened to Rod Stewart the songwriter,"What happened to Rod Stewart the songwriter?The last original song the man behind global smash Maggie May released was the title track of 1998 album When We Were the New Boys. It was the only original on an album full of tracks written by other artists.Since then, Stewart has concentrated on album after album of his Great American Songbook series and other cover collections.""You could say we're addicted to it, really,"" he says in trademark raspy voice, made hoarser by a bout of flu.""You could go on, I could record another five - we'd never run out of songs.""All of those cover albums to date - beginning with 2002's first Great American Songbook - have gone platinum in the UK and the US.Stewart's fifth and final instalment of his lushly-orchestrated series features ""good cocktail hour, dinner party music"" including I Get A Kick Out Of You, I've Got You Under My Skin and Beyond The Sea.Diehard Rod fans will lap it up. But don't they also deserve to know why the 65-year-old - who wrote such hits as You Wear It Well, Hot Legs, Baby Jane and Every Beat Of My Heart - has dried up when it comes to penning his own hits?Stewart fires back a series of explanations.""There's many reasons, I don't feel the desire at the moment - I haven't met somebody I feel I can write with. ""It's difficult to get the new material played with us old-timers, it really is. ""I think we've had a fair crack of the whip, so we can't complain. ""I wanna do a blues album, I wanna do a country album, so maybe after all that's done I can get someone to write with.""His most famed composition, 1971's Maggie May, propelled him to worldwide fame.Although it was co-written with guitarist Martin Quittenton, Stewart says his memories of creating it begin with Ronnie Wood strumming Bob Dylan's 1965 song It's All Over Now, Baby Blue.Wood, latterly a Rolling Stone, was Stewart's bandmate in The Faces.""I think the first two chords may be similar, the melody's not,"" Stewart says.""We did it at Lansdowne Studios in London and it was one of those where we went round the pub first and then saw what we got.""That's humble beginnings for a song which was originally the B-side to Reason to Believe before it was reclassified as the A-side thanks to public reaction. It went on to top the UK and US charts for five weeks each.""When it went to number one in Britain and America, that's when we all went out and got drunk,"" Stewart says.""The drinking went on for a long time and why not?""He says he remembers visiting his parents shortly afterwards: ""That was probably the most gratifying, more than any big cheque or new car or whatever, to know that not just my mum and dad but my whole family had stood by me.""They weren't the type to say 'get yourself a day job, it's not going to last', which is not what you want to hear when you're a musician.""But will the former mod, who is due to become a father for the eighth time next year, ever again celebrate a self-written hit?It's only when asked if he ever writes that things become clear.""No, never. It's always been hard work.""The nearest thing that this business I'm in comes to being a job is when I've had to write songs.""This is not an ageing rocker with a chronic case of writers' block. This is an ageing rocker who hates writing songs.Stewart adds by way of a further admission: ""Speak to anyone in The Faces, they'll say 'We had to lock him in a room and take the key away to get him to finish the lyrics to a song'.""So it was always like being at school.""He continues: ""When you think of the minimal amount of songs that I've written and how many of them have been successful, you could say I've got an impressive strike rate.""And while he hasn't completely ruled out a return to songwriting - ""I wouldn't say that it'll never happen, it could happen"" - don't hold your breath.His coming out as a successful songwriter who detests writing songs marks him out as unusual.But his success in recording long-established songs speaks for itself.In the US, his last six albums have yielded two number ones, two number twos and two number fours.And in album sales by British artists in America in the 2000s, he was outsold only by The Beatles and Coldplay.Perhaps the real question is why would Rod Stewart bother to write another song?Fly Me to the Moon...The Great American Songbook Volume V is out in the UK on Monday.",What happened to Rod Stewart the songwriter,0
Artefacts from Earl Spencer's Althorp estate auctioned,"Artefacts from the ancestral home of Diana, Princess of Wales, are expected to raise £20m when they are sold at auction over the next three days.Among the items to be auctioned from Althorp House in Northamptonshire is a painting by baroque artist Sir Peter Paul Rubens.The work, A Commander being Armed for Battle, was painted in about 1613-14 and could fetch up to £12m.Althorp, the home of Earl Spencer, is undergoing a £10m restoration project.The auction of artwork, English and French furniture and porcelain from the Spencer collection and treasures from Althorp's attics will fund reinvestment in Althorp and its estate.The auctions are taking place at Christie's London sales rooms.",Artefacts from Earl Spencer's Althorp estate auctioned,0
Canadian priest sorry for giving dog Holy Communion,"A priest in Canada has apologised after giving Holy Communion to a dog.Reverend Marguerite Rea of St Peter's Anglican Church, in Toronto, received complaints from Christians all over Canada after she fed communion bread to a German Shepherd cross named Trapper.Area Bishop Patrick Yu said the priest had contravened church policy with her ""strange and shocking"" actions.Ms Rea said it had been a ""simple church act of reaching out"" to a new congregation member and his pet.""If I have hurt, upset or embarrassed anyone, I apologise,"" she told her congregation on Sunday morning, the Toronto Star reports.The canine controversy began last month when four-year-old Trapper and his owner, Donald Keith, 56, attended the church in Toronto's downtown area for the first time.""The minister welcomed me and said come up and take communion, and Trapper came up with me and the minister gave him communion as well,"" Mr Keith told the Toronto Star.""I thought it was a nice way to welcome me into the church. I thought it was acceptable. There was an old lady in the front just beaming when she saw this.""But not all parishioners at the service were quite so charmed by the sight of the priest leaning down and placing a wafer on the wagging tongue of Trapper, a German Shepherd-Rhodesian ridgeback cross.Communion bread is considered by Anglicans to represent the body of Jesus Christ.One onlooker filed a complaint with the Anglican Diocese of Toronto about the incident and has since left the church.When news spread of the canine communion, St Peter's Church began receiving e-mails from angry Christians all over the country.""Communion is a symbol of the sacrifice of Jesus' body; he died for all of us. But I don't recall anything from the scripture about Jesus dying for the salvation of our pets,"" said Cheryl Chang, director of the Anglican Network in Canada, the National Post newspaper reports.""I can see why people would be offended,"" said Bishop Yu.""I have never heard of it happening before. I think the reverend was overcome by what I consider a misguided gesture of welcoming.""Mr Keith has since been told that he and his dog are most welcome at the church, but Trapper can no longer receive communion.""This has blown me away. The church is even getting e-mails from Catholics,"" said the truck driver.""Ninety-nine-point-nine per cent of the people in the church love Trapper and the kids play with him. It was just one person who got his nose out of joint.""Holy smokes. We are living in the downtown core. This is small stuff. I thought it was innocent and it made me think of the Blessing of the Animals.""",Canadian priest sorry for giving dog Holy Communion,0
Hovis Bakery distribution depot's future under review,"The future running of a Hovis Bakery distribution depot in Inverness is being reviewed by parent company Premier Foods.The site at the Longman Industrial Estate employs 38 people.For sale signs have been placed on the building, but management said no decision has been taken to close the depot.Premier Foods said it was looking at various options to achieve savings and increase efficiency.Options include whether another operator might be able to use more of the available capacity at the site.Premier Foods said it intended to retain its presence in the region.",Hovis Bakery distribution depot's future under review,0
New Workington bridges plan put to public,"Plans for the replacement of two bridges destroyed by floods in Cumbria are to be put before the public.Cumbria County Council has submitted a proposal for a pedestrian crossing at the site of Navvies Bridge which was damaged beyond repair last November.A temporary replacement for Northside Bridge, which collapsed, opened in April and the council is considering a permanent option.Public information sessions are being held on Tuesday and Wednesday.They are taking place in the former Select shop on Washington Square in the town.The bow-arched design for Navvies Bridge is the result of consultation with residents and local stakeholders at two ""Workington Connected"" events in May.Councillor Tony Markley, cabinet member for highways and economic development, said: ""The proposal really is for a structure that will show how the town and its people have recovered from the floods.""",New Workington bridges plan put to public,0
Ryanair tells girl to buy £190 plane seat for violin,"A Cheshire music student was ordered to buy an extra seat for her violin after an airline refused to let her take the instrument as hand luggage.Francesca Rijks, 12, from Macclesfield, was flying home with her family from Dusseldorf after a holiday in Germany.Staff told them to put the violin in the hold - which would potentially ruin the instrument.Francesca and her family got off the plane to buy the ticket, and missed the flight.They had been advised to buy the £190 ticket after calling the airline.The family ended up flying back with Easyjet, who let them board the plane with the violin as hand luggage. Francesca's father Harmen Rijks, 49, said he was told by Ryanair customer service when he bought the tickets that the valuable violin could be taken on board the flight as hand luggage.He said the air pressure and low temperature in the hold would have ruined the instrument, which belongs to the Manchester music school Chetham's, where Francesca is a pupil.He said: ""When we checked in, Francesca was carrying the violin on her back so they must have noticed it but they let us through. ""But when we got to the gates they refused to let us go.""They said we could pay extra to put the violin in the hold, but because of the temperature and air pressure difference, the wood can crack and completely ruin a violin. The insurance also becomes void,"" he said.""This was an absolute disgrace. Their policy appears to discriminate against violinists, the vast majority of whom simply can't afford to purchase an additional seat,"" he added.The Ryanair website says small musical instruments can be taken on board their flights but customers have to purchase an extra seat if they are larger than standard baggage.A spokesman for Ryanair said: ""Ryanair's website, booking confirmation page and the e-mailed itinerary which is sent to every passenger is very clear in relation to the carriage of musical instruments and states that smaller musical items, such as a guitar, violin or viola which exceed our cabin baggage dimensions may be carried in the cabin but only if an extra seat has been purchased to accommodate the instrument.  ""This policy, which must be accepted by every passenger before a booking can be made, ensures that such instruments, which can be expensive, remain with the passenger.  ""As all Ryanair employees are aware of our baggage policies, Ryanair is confident that at no time was this passenger advised that they could bring any piece of non-conforming carry-on luggage onto our aircraft.""The Incorporated Society of Musicians (ISM) is now warning anyone intending to travel with a small instrument to check very carefully before travelling and to ensure their instruments will be accepted as hand luggage before booking any flights. David Abrahams, head of legal services at the ISM, said: ""The idea that musicians should be forced to purchase an additional seat on board an aircraft because they are carrying an instrument that can be stored safely in the overhead lockers is unfair, discriminatory and irrational. ""These airlines are punishing musicians for being musicians.""",Ryanair tells girl to buy £190 plane seat for violin,0
Sheffield's lollipop staff shortage revealed,"A shortage of lollipop men and women outside Sheffield schools is being highlighted as the city council tries to recruit more.A quarter of school road crossings in the city are without a warden.The council urged people to come forward for the posts, saying they would suit parents who already accompany their children to school.Clive Sargeant, a former fireman who recently joined the crossing patrol team, said: ""It's very rewarding"".Mr Sargeant said: ""You need to be aware of traffic movements and very aware of children coming from all different directions.""I was in the fire service for 31 years and on that it's more reacting to bad situations, whereas in this job it's something where you can actually make a difference and prevent accidents from happening.""Shirley Adams, the council's school crossing supervisor, said it was easier to fill vacancies in more rural areas of Sheffield, where residents were more ""community minded"".She said: ""We have got priority ones [to fill], for example Wincobank School, Newman Road, is a very busy road. We can't get anybody to work on there.""Mrs Adams said she thought the job would suit parents who already take their children from school.She said: ""You tag on 20 minutes to half an hour to that and you are getting paid for taking your children to school.""The hourly rate is actually very good, it's £7.19 an hour. That's a lot more than a lot of big department stores and supermarkets etc.""",Sheffield's lollipop staff shortage revealed,0
"Author Ken Follett gives £100,000 to Balls campaign","Author Ken Follett has given a £100,000 donation to Ed Balls' Labour leadership campaign, figures reveal.The Electoral Commission still has shadow foreign secretary David Miliband as the best-funded candidate overall, raising £138,835 in July.He was followed by Mr Balls on £103,000 and Ed Miliband on £46,450.Andy Burnham received £12,400, including £10,000 from the Liverpool and England footballer Jamie Carragher.No donations were recorded for the other candidate, left-wing MP Diane Abbott.The figures come ahead of ballots being sent out at the beginning of September.David Miliband's total for July is down from the £185,275 he raised in June, with notable donors including party fund-raiser Anthony Bailey, who gave £50,000 and ""curry king"" Goolam Noon, who gave £10,000.He said: ""I am very grateful for the generous support I've received since the start of the campaign. It's humbling that people are giving up both their time and their money to help me in my bid to become the next leader of the Labour Party.""Shadow energy secretary Ed Miliband's donations are up from £15,000 in June.Under Electoral Commission rules, all gifts above £1,500 must be declared.Ed Miliband's campaign also said it had raised almost £58,000 from smaller donors, with another 682 supporters giving an average of £85 each.A spokesman said: ""These figures show that the Ed Miliband campaign is gaining momentum at a crucial time in the campaign. The average size of donation shows that the rank and file members are backing Ed Miliband's message of change.""Mr Balls, the shadow education secretary, whose Electoral Commission-registered donations in June totalled £28,419, also received £3,000 from businessman Sir Trevor Chinn.Mr Follett, the writer of novels including Eye of the Needle, is the husband of former Labour MP Barbara Follett.The Electoral Commission said shadow health secretary Mr Burnham had doubled his donations from June's level and taken on a £10,000 loan from campaign manager Kevin Lee.July's figures represent the second month in a row that Ms Abbott has not recorded any gifts to her campaign.The result of the leadership contest will be announced on 25 September at the Labour Party conference.","Author Ken Follett gives £100,000 to Balls campaign",0
McCausland shows dismay at IFA,"Sports Minister Nelson McCausland has expressed his disappointment at the situation at the IFA.Last weekend, four members of its executive, including president Raymond Kennedy and vice-president David Martin resigned with immediate effect.Mr Kennedy will now remain on the IFA's executive board so it has a working quorum, but will offer his resignation at a council meeting in September.Mr McCausland described the events as ""sad"".""Over the course of the week I have been stopped by people in the street that I have been talking to and they have just shaken their heads, people are lost for words,"" he said.""If it wasn't so ridiculous, it would at times be funny, but it is not.""It is a sad situation.""Mr McCausland had already made it clear that substantial government funding for football would be put at risk if Mr Kennedy and Mr Martin remained in their jobs at the IFA.He said on Thursday that he was pleased the IFA had assured him that an independent review of its governance arrangement would take place, but was disappointed this was not already under way.He said he felt this could be completed within a ""matter of months"".""This is a structural issue it is not simply about two individuals, that's the symptom of a deeper problem,"" he added.""The best thing is to have an independent review carried out in a way that will ensure that I as the minister, sports people, football fans, teams, everyone has assurance and confidence in the organisation and we have governance that is fit for purpose.""The question is not if the IFA gets its house in order, the question is when the IFA gets its house in order.""The IFA confirmed earlier this week that it had received the resignations of Mr Kennedy, Mr Martin, honorary treasurer Neil Jardine and board member Jim Shaw. The IFA council will meet on 6 September to determine the process to be followed for the election of office bearers at the September council meeting. The IFA statement on Tuesday confirming Mr Kennedy would remain on the IFA board until next month was released after two days of frantic meetings involving the main players in the ongoing internal wranglings. The organisation has been in turmoil since Mr Kennedy was criticised in an independent report into the sacking of former chief executive Howard Wells. The upheaval comes at a time when government funding for the redevelopment of Windsor Park stadium is at risk. Mr McCausland said on Thursday that he was ""absolutely confident"" funding would be made available for the upgrading of sports stadia in Northern Ireland.""We are now entering the next comprehensive spending review, that money is down there in the comprehensive spending review, I believe the executive will approve that,"" he said.""There is widespread support right across the parties for good stadia for football, for rugby and for gaelic.""When we get that money through the comprehensive spending review, we will know exactly what the level of funding will be for a replacement stadium and then football can look foward at international level to a much brighter future.""The resignations of the quartet from the IFA executive board left the executive committee with just five remaining members - one short of the minimum number required for decisions to be taken. Representatives of Premiership clubs met on Monday and it was indicated that there was ""unanimous agreement"" that Mr Kennedy and Mr Martin should quit their positions ""as soon as possible"". ",McCausland shows dismay at IFA,0
Bob Wilson's son-in-law dies in Hertfordshire hospital,"An inquiry has begun into the death of the son-in-law of former footballer and TV presenter Bob Wilson.Mitchell Carey, 43, from Knebworth, Hertfordshire, died in the Lister Hospital in Stevenage on 18 August.He was the widower of Mr Wilson's daughter, Anna, who died of cancer in 1998 at the age of 31.Mr Carey fell ill on 16 August and was taken to hospital, but was discharged into his GP's care, and admitted again after his condition deteriorated.'Condition worsened'A spokeswoman for the East and North Hertfordshire NHS Trust said: ""Our deepest sympathies are with Mr Carey's family.""While an investigation is under way it does appear that Mr Carey was given the appropriate course of treatment at our A&amp;E department.""Sadly his condition worsened dramatically and on his admission, staff at the Lister hospital did everything they could to save his life.""Bob Wilson and his wife Megs set up the Willow Foundation in their daughter's memory in 1999 to help seriously ill young adults.Wilson was a goalkeeper for Arsenal between 1963 and 1974. He went on to present Football Focus for the BBC and later fronted ITV's football coverage before his retirement.",Bob Wilson's son-in-law dies in Hertfordshire hospital,0
Probe into Dumbarton player Gordon Lennon's crash death,"A fatal accident inquiry is to be held into the crash which killed Dumbarton FC captain Gordon Lennon.Lennon died in an off-road accident in the Highlands in June 2009 after a 4x4 he was in hit an electricity pole. The crash happened at Brahan near Maryburgh. Lennon, originally from Larne, County Antrim, was taken to Raigmore Hospital in Inverness but died from his injuries.The inquiry will be held at Dingwall Sheriff Court on 20 September.It will try to establish the exact circumstances surrounding Lennon's death.The 26-year-old had led his side to promotion to Division Two. He lived in Paisley and had a baby son with his 25-year-old girlfriend.The accident on 7 June 2009 involved a vehicle from the local four-wheel drive club.The vehicle hit an electricity pole in the Canal Wood on Brahan Estate, bringing the wires down.",Probe into Dumbarton player Gordon Lennon's crash death,0
ABN Amro laundering case settled with $500m US payment,"The UK's Royal Bank of Scotland has agreed to pay $500m (£336m) to end a money laundering case involving ABN Amro - the lender it bought in 2007.The bank will pay the money to the US government. In exchange, charges against ABN Amro will be dropped.According to the US justice department, the bank helped governments and individuals under US sanctions bring money into the country.RBS bought the Netherlands-based ABN just before the banking crisis erupted.The acquisition proved to be disastrous for RBS, with ABN's exposure to mortgage-backed securities resulting in heavy losses. A partial de-merger of the banks has since taken place.US officials said ABN had helped banks and individuals from countries including Iran and Libya channel money through the US banking system over a 10-year period. The charges will be formally dropped in 12 months, assuming the bank continues to cooperate.",ABN Amro laundering case settled with $500m US payment,0
What Europe can learn from the US,"The crisis in the euro area highlights two problems with a currency shared by states with their own taxing and spending powers. What happens if some of individual states fail to control their own finances? And what about a situation where their competitiveness diverges?The same questions arise, or could arise, with another large currency area, the United States. It has more individual units - 50 compared with the euro area's 16. That might make it even more unmanageable. But unlike in Europe, there is no talk of the currency union breaking apart. Why not? For one thing there is more discipline on the finances of the states. Nearly all have a legal or constitutional obligation to at least attempt to balance part of their budgets - though many can borrow for investment.  They do struggle sometimes, as California is now. It is certainly a political issue. But the shortfall is modest compared to the crisis facing some European states. The gap, which Governor Arnold Schwarzenegger is trying to close, is $18bn (£12.4bn) for two years, about 0.5% of state income, its GDP. Then there is borrowing for investment which is also this year less than 1% of California's GDP.  For Greece, the total last year was 13.6%. So the US has a system of fiscal discipline - at state level that seems to be more effective than Europe's Stability and Growth Pact which tries, and has failed, to limit deficits to 3% of GDP. The US has another major advantage. The Federal budget has an important role in softening the impact of shocks that hit one state more than another. If one state is especially hit by economic events, its people pay less in federal taxes, and federal spending can be increased. Some of this happens automatically, especially on the tax side. And it can be augmented by deliberate policy decisions by the Federal government.  In Europe, the EU budget is too small for that effect to help very much. It is less than 1.5% of GDP. Public spending is dominated by the member states. In the US, Federal spending is about 15 times larger. Some European countries also have a problem with competitiveness. For a country with its own currency there is the option of allowing it to depreciate. But when you lose competitiveness against countries with the same currency it's no solution. That has happened in the Euro area. One measure of competitiveness is unit labour costs, which reflects changes in both workers pay and how much they produce.Between 2001 and 2008, according to OECD data, unit labour costs increased by more than 20% in Greece, Spain, Italy and Ireland. In Germany they fell slightly and the average for the Euro as a whole was a more moderate increase of 12%. In the absence of a depreciation option, the only way of restoring competitiveness is lower pay and other costs. It can happen but it is hard to achieve and can easily lead to the kind of strife now hitting Greece.Of course the US does have internal differences in competitiveness, but workers are more ready to move - the single language helps of course - and pay cuts aren't quite so hard for employers to impose. Differences do persist, but there are features of the country's labour market that act as a kind of shock absorber.  What the Euro crisis has underlined is the difficulty of a single currency in the absence of a closer political union and more flexible labour markets. It may be possible to fix those problems. But it will take years. ",What Europe can learn from the US,0
Unseen John Lennon picture shown at Leamington gallery,"A Warwickshire exhibition includes an image of Yoko Ono and John Lennon which has not been seen in public before, a photographer says. The image, showing Lennon cuddling his new wife at a Top of the Pops rehearsal in 1970, was unveiled at Gallery 150 in Leamington Spa. It is part an exhibition by Bill Zygmant, who was a Fleet Street photographer in the 1960s, 70s and 80s. The exhibition will run until 10 September. Mr Zygmant, who is famous for taking images of The Beatles, said it was evident from photographing the couple that they had been devoted to each other. ""I was the only photographer at the Top of the Pops studios and I was very lucky to get the shot,"" he said. ""It was all quite rushed and I did not realise at the time how special it would be."" The photo was taken on 11 February, 1970, when Lennon was recording Instant Karma! (We all shine on) for transmission the next day. Mr Zygmant, of Rugby, said other pictures from the photography session had been published, but this one was among many exclusive photos he had found in his bag of negatives. He first took Lennon's picture in 1964 when he joked with the singer that he was earning more than him, with an income of £100 a week. Other unseen pictures at the Leamington show include a photo of Captain Sensible after he had released Happy Talk and a picture of Status Quo with all their roadies. ",Unseen John Lennon picture shown at Leamington gallery,0
Greece brought to standstill by anti-austerity strike,"Thousands of Greeks have protested in the centre of the capital, Athens, as part of a general strike against government austerity measures. Demonstrators converged on the parliament building before dispersing.The 24-hour strike has seen schools closed and ferry and train services across the country halted.It was called in response to government moves to cut public sector wages and increase taxes.The Labour Ministry was occupied by communist protesters and rally organisers had hoped up to 100,000 people would join protests on the street. There were fears of renewed violence after protests in the city two weeks ago led to the deaths of three people when a bank was fire-bombed.But the crowds marching through Athens were smaller than those which took part in that general strike, reports the BBC's Malcolm Brabant from the Greek capital.Lines of riot police stood guard at vulnerable points near the Tomb of the Unknown Soldier to deter protesters from trying to storm the parliament building. Many Greeks are angered by the spending cuts and tax and pension-age rises planned in return for a 110bn-euro (£95bn) bail-out from the EU and IMF. The measures aim to achieve billions of euros in budget cuts over three years, with the goal of cutting Greece's public deficit to less than 3% of GDP by 2014. It currently stands at 13.6%. The strike officially began at midnight on Wednesday local time.Train services, shipping and domestic flights were severely disrupted.The strike was also expected to force the closure of government buildings, schools and banks, and to reduce hospitals to emergency staff later in the day.The country's main civil service and public sector unions say they represent some 2.5 million workers. ""People are bleeding financially but they will participate in the strike,"" Ilias Vrettakos, a senior member of the ADEDY union, was quoted as saying by Reuters.However, Greek air traffic controllers are not taking part in the industrial action. They have decided to continue working because travellers have faced too much disruption recently from the Icelandic volcano and also because of concerns about the impact of the strike on tourism, says our correspondent.He adds that journalists have also decided to postpone their industrial action, because one of the most essential components of this rolling campaign is publicity. The strike on 5 May in Athens generated some of the worst violence in decades.The death of three bank workers, who suffocated when their office was fire-bombed, has forced many people to question the way protests have been mounted, our correspondent says.He adds that the demonstrations during this latest strike will be a barometer of the mood of the nation.",Greece brought to standstill by anti-austerity strike,0
Conwy and Denbighshire councils team up over pot holes,"Two councils have joined forces to buy a £150,000 machine in their battle to keep on top of pot hole repairs.Conwy and Denbighshire councils will also share the running costs of the ""Jetpatcher"".The hope is the machine will also prevent pot holes, as it will patch up roads when the first cracks appear.The machine takes a fraction of the time to repair roads, with trials suggesting the repairs last a number of years, said a spokesperson.Last winter's weather left both councils with a backlog of damaged roads.""Sharing equipment and processes ensures that we work more efficiently and provide a more cost-effective service to the residents of Conwy and Denbighshire,"" said Stuart Davies, the joint head of highways and infrastructure for both councils.Denbighshire council said improving the highways network was one of its top four priorities.Conwy's cabinet member on infrastructure, Councillor Joan Vaughan, said sharing equipment ""is one of the very tangible benefits of collaborative working"".""Both counties will clearly benefit... it will have a real impact on our maintenance work,"" she added.",Conwy and Denbighshire councils team up over pot holes,0
Jersey drug gang given prison term for cocaine plot,"A drugs gang has been jailed by Jersey's Royal Court in connection with what police described as the largest ever seizure of cocaine in the island.William Prentice, 37 of Jersey, Alan Hudson, 40, Mark Hutchison, 29, and Christopher Whitelaw, 33, of Glasgow, admitted planning to import the drug.Prentice, Hudson and Whitelaw were all given an eight-year term with Hutchinson sentenced to five years.The drug, with a street value of more than £150,000, was seized in June 2009.Seemed suspiciousThe court heard the group tried to import the drug in a van through a port in Jersey.Customs officers initially did not find anything but told the court the van seemed suspicious.The van was put under surveillance and the following day police found the cocaine hidden in the vehicle's chassis.Det Insp Mark Hafey, of the States of Jersey Police, said: ""This case involved painstaking and difficult detective work undertaken by the police in unravelling this particularly intricate and sophisticated conspiracy.""",Jersey drug gang given prison term for cocaine plot,0
Czech abstract artist sees Belfast dream come true,"A chance glance at an advertisement in a job centre in the Czech Republic sent artist Tibor Cervenak on a journey that would change his life.He answered the call for cleaners  in October 2004 when his country joined the European Union and he could work abroad.He ended up in Belfast on 12-hour shifts with a cleaning company. From there, he drove taxis, doing ""crazy hours"" across the city.But he had his dream. He was always painting pictures in his head.And when this abstract artist got a chance to exhibit his work, he sold the lot - all 25 paintings - in 10 days and forged a name for himself that helped put the taxi keys at the back of the shelf.Now, Tibor Cervenak is about to open a studio on Belfast's Lisburn Road and next year, he will be travelling to New York to fulfil a lifelong ambition to exhibit there.""I was among the first group to come to Belfast after my country joined the EU,"" said Tibor.""I found an ad from a cleaning company and I saw the opportunity.""""When I first arrived, it was very difficult. This was a different world. I saw that it could be very aggressive and yet the people were so friendly. I was very confused. I was shocked at the stories on the news. So I just stopped watching it.""The early days were spent working 12-hours shifts, night and day, and living in one room in a house shared with other immigrants in the university area.But he had his painting. From the age of nine, he had developed a passion for painting and by his early 20s, he had exhibited in Europe and appeared in a documentary on Czech television.""I don't paint the subject. I work with the canvas as a composer,"" he explained.His dream was to open his own gallery and he worked as a taxi driver to fund that dream.A visit to Amsterdam where he saw the open artist studios, convinced him that this was his ideal. The Tibor Studio was to follow. Exhibitions at the Emer Gallery and the Safehouse in Belfast helped make his name.Ten months after he arrived,  his wife and two children joined him in the city they now call home.""When I came to Belfast, the city seemed to be changed... growing something new. I really felt that and saw that. That's why I'm staying here,"" he said.Tibor believes people in Belfast underestimate themselves. Some said there wouldn't be an interest in abstract art, but he has found that people like his work.His visit to New York is at the invitation of the Flushing Council on Culture and the Arts (FCCA).The NI Arts Council is supporting him and he will spend three months in the city next spring.""It's an opportunity I am grabbing with both hands,"" he said.""When I was driving people around in my car, I understood they were hungry for what is new.""Timor Cervenak is keen to feed that hunger.",Czech abstract artist sees Belfast dream come true,0
